,parcelid,bathroomcnt,bedroomcnt,calculatedfinishedsquarefeet,fips,yearbuilt,taxvaluedollarcnt,taxamount,propertylandusetypeid
2009,17075000,1.0,3.0,1093.0,6111.0,1928.0,50694.0,636.48,261.0
2010,10729678,2.0,4.0,1845.0,6037.0,1959.0,568540.0,7016.23,261.0
2011,10864267,2.0,4.0,2002.0,6037.0,1936.0,1078443.0,13059.8,261.0
2012,11279574,2.0,3.0,1986.0,6037.0,2013.0,286427.0,4490.84,261.0
2013,12052146,2.0,3.0,1963.0,6037.0,1942.0,112559.0,1296.97,261.0
2014,11580280,5.0,4.0,5194.0,6037.0,1989.0,4464326.0,51448.08,261.0
2015,11626894,6.0,5.0,3922.0,6037.0,2010.0,2944105.0,34308.01,261.0
2016,11988999,7.0,6.0,5828.0,6037.0,1930.0,1186000.0,14778.97,261.0
2017,17064933,1.0,3.0,1396.0,6111.0,1955.0,299267.0,3466.06,261.0
2018,17198933,3.0,3.0,1942.0,6111.0,1984.0,526658.0,5912.26,261.0
2019,10844821,2.0,3.0,1944.0,6037.0,1937.0,590000.0,7201.43,261.0
2020,11580934,3.0,3.0,2080.0,6037.0,1951.0,204793.0,2426.45,261.0
2021,14186465,3.0,3.0,1750.0,6059.0,1974.0,494957.0,5724.84,261.0
2022,10992733,2.0,3.0,1231.0,6037.0,1955.0,55857.0,726.75,261.0
2023,12048976,5.0,5.0,5249.0,6037.0,1986.0,626707.0,7002.81,261.0
2024,12350690,3.0,3.0,2029.0,6037.0,1953.0,296728.0,3725.0,261.0
2025,13976089,2.5,5.0,2376.0,6059.0,1966.0,458991.0,5205.02,261.0
2026,10813886,3.0,5.0,3463.0,6037.0,1969.0,238019.0,3208.9,261.0
2027,11744401,2.0,5.0,3016.0,6037.0,1907.0,346912.0,4423.02,261.0
2028,13981605,4.5,5.0,3889.0,6059.0,1997.0,1583432.0,17188.64,261.0
2029,14495633,2.0,3.0,1654.0,6059.0,1989.0,377424.0,3835.48,261.0
2030,12088099,2.0,3.0,1218.0,6037.0,1954.0,630000.0,7639.39,261.0
2031,11112457,3.0,3.0,1513.0,6037.0,1995.0,462902.0,6743.36,261.0
2032,11667203,3.0,4.0,2520.0,6037.0,1956.0,4769958.0,57040.92,261.0
2033,11667397,3.0,3.0,2062.0,6037.0,1958.0,169243.0,2220.26,261.0
2034,14369021,2.5,3.0,1993.0,6059.0,1986.0,678000.0,7072.48,261.0
2035,11049341,2.0,4.0,1356.0,6037.0,1955.0,57520.0,759.41,261.0
2036,10901097,3.0,3.0,2837.0,6037.0,1936.0,902909.0,10928.69,261.0
2037,17266694,2.0,6.0,1544.0,6111.0,1971.0,85836.0,933.38,261.0
2038,11930771,2.0,3.0,1672.0,6037.0,1962.0,222107.0,2900.43,261.0
2039,11059794,2.0,2.0,1812.0,6037.0,1959.0,288997.0,3596.42,261.0
2040,11667892,5.0,4.0,6149.0,6037.0,2003.0,3482035.0,42056.56,261.0
2041,12835566,1.0,2.0,1400.0,6037.0,1916.0,269153.0,3333.17,261.0
2042,13016900,1.0,2.0,974.0,6037.0,1912.0,312000.0,3825.36,261.0
2043,14372868,2.0,3.0,1471.0,6059.0,1972.0,94878.0,934.04,261.0
2044,12864669,2.0,3.0,1793.0,6037.0,1956.0,471862.0,5805.08,261.0
2045,12121559,1.0,2.0,928.0,6037.0,1923.0,533299.0,6237.2,261.0
2046,12863719,2.0,3.0,1818.0,6037.0,1962.0,468870.0,5696.07,261.0
2047,14414097,2.5,3.0,1929.0,6059.0,1976.0,662742.0,6654.36,261.0
2048,10819076,1.0,3.0,1333.0,6037.0,1951.0,341724.0,4211.8,261.0
2049,13008334,2.0,2.0,1060.0,6037.0,1956.0,51309.0,971.83,261.0
2050,14377369,2.0,3.0,1724.0,6059.0,1972.0,566927.0,5860.22,261.0
2051,17142886,2.5,4.0,2122.0,6111.0,1982.0,485437.0,5171.16,261.0
2052,14366166,2.5,4.0,2649.0,6059.0,1983.0,798000.0,8396.84,261.0
2053,11080928,4.0,5.0,3638.0,6037.0,1964.0,197540.0,2685.61,261.0
2054,12165650,3.0,2.0,1407.0,6037.0,1938.0,725000.0,8358.74,261.0
2055,11951488,1.0,2.0,855.0,6037.0,1928.0,629603.0,7535.2,261.0
2056,14351464,3.5,5.0,2819.0,6059.0,1999.0,1055204.0,13581.04,261.0
2057,14489960,2.5,3.0,1618.0,6059.0,1968.0,631675.0,6527.36,261.0
2058,11495316,3.0,3.0,1873.0,6037.0,1996.0,1012638.0,12020.48,261.0
2059,12872939,3.0,4.0,1708.0,6037.0,1952.0,173842.0,5436.69,261.0
2060,12514209,3.0,4.0,3030.0,6037.0,2010.0,522321.0,6302.59,261.0
2061,12514739,1.0,3.0,1039.0,6037.0,1951.0,70453.0,994.34,261.0
2062,12514919,2.0,3.0,1481.0,6037.0,1954.0,679340.0,8138.83,261.0
2063,12922163,3.0,4.0,2095.0,6037.0,1961.0,234917.0,3002.12,261.0
2064,10926668,1.0,2.0,1140.0,6037.0,1941.0,71616.0,905.5,261.0
2065,11664067,3.0,3.0,2566.0,6037.0,1949.0,1340329.0,16087.57,261.0
2066,14488706,2.0,2.0,1503.0,6059.0,1977.0,353390.0,3523.94,261.0
2067,12870022,1.0,3.0,1238.0,6037.0,1952.0,454501.0,5568.76,261.0
2068,12947164,2.0,3.0,1357.0,6037.0,1957.0,129223.0,1697.35,261.0
2069,17148611,2.0,4.0,1193.0,6111.0,1962.0,282824.0,3388.28,261.0
2070,12838044,2.0,3.0,1225.0,6037.0,1961.0,50068.0,968.73,261.0
2071,14474398,2.0,3.0,1360.0,6059.0,1967.0,333862.0,3386.64,261.0
2072,12173556,2.0,3.0,1646.0,6037.0,1939.0,647025.0,7624.06,261.0
2073,12134553,4.0,4.0,2952.0,6037.0,1951.0,398831.0,4935.85,261.0
2074,11653136,6.0,4.0,5724.0,6037.0,1988.0,2084048.0,25359.83,261.0
2075,17261860,3.0,4.0,2069.0,6111.0,1964.0,273283.0,3382.42,261.0
2076,12967599,3.0,5.0,2813.0,6037.0,1964.0,786818.0,10307.53,261.0
2077,12854296,3.0,3.0,1604.0,6037.0,1987.0,355650.0,4554.9,261.0
2078,12853300,3.0,4.0,2933.0,6037.0,1990.0,854031.0,10572.06,261.0
2079,14395555,3.0,5.0,2364.0,6059.0,1996.0,412404.0,4121.12,261.0
2080,11443683,1.0,2.0,676.0,6037.0,1936.0,245167.0,3297.46,261.0
2081,12128433,3.0,3.0,1841.0,6037.0,1945.0,502950.0,5929.09,261.0
2082,14387994,3.0,4.0,2740.0,6059.0,1979.0,676052.0,6912.48,261.0
2083,12972595,2.0,4.0,1208.0,6037.0,1948.0,338073.0,4503.45,261.0
2084,17256916,3.0,3.0,3483.0,6111.0,2002.0,827618.0,9257.36,261.0
2085,12565334,1.0,3.0,1140.0,6037.0,1950.0,263135.0,3298.49,261.0
2086,14480171,2.5,3.0,1397.0,6059.0,1996.0,589000.0,8223.56,261.0
2087,14391252,3.0,4.0,2081.0,6059.0,1996.0,760000.0,7570.64,261.0
2088,12856868,2.0,3.0,1396.0,6037.0,1960.0,430734.0,5193.03,261.0
2089,17144368,3.5,4.0,3211.0,6111.0,1996.0,1045706.0,11212.48,261.0
2090,11842800,3.0,5.0,1496.0,6037.0,1926.0,432902.0,5495.98,261.0
2091,17251366,2.0,3.0,1465.0,6111.0,1964.0,63075.0,1054.38,261.0
2092,11934149,2.0,4.0,1800.0,6037.0,1912.0,975685.0,11790.18,261.0
2093,11669247,3.0,4.0,3050.0,6037.0,1950.0,2634573.0,31664.99,261.0
2094,11106883,2.0,4.0,1440.0,6037.0,1966.0,447100.0,5952.35,261.0
2095,17252267,2.0,4.0,1608.0,6111.0,1964.0,471075.0,5429.04,261.0
2096,10774370,3.0,3.0,1565.0,6037.0,1997.0,364898.0,7470.48,261.0
2097,11438440,1.0,3.0,1016.0,6037.0,1947.0,54624.0,1035.36,261.0
2098,12999165,2.0,3.0,1152.0,6037.0,1962.0,424247.0,5683.68,261.0
2099,11093203,3.0,3.0,2539.0,6037.0,1954.0,519330.0,6355.45,261.0
2100,14381328,2.0,3.0,2457.0,6059.0,1965.0,713113.0,7294.36,261.0
2101,14407166,2.5,3.0,1605.0,6059.0,1987.0,396304.0,4029.02,261.0
2102,12534919,1.0,2.0,960.0,6037.0,1920.0,451000.0,5443.21,261.0
2103,12524899,2.0,3.0,2475.0,6037.0,1931.0,788351.0,9344.72,261.0
2104,12844869,3.0,4.0,3186.0,6037.0,1983.0,858457.0,10421.03,261.0
2105,14481708,3.0,4.0,2551.0,6059.0,1989.0,750000.0,7702.48,261.0
2106,11457146,2.0,3.0,1404.0,6037.0,1941.0,566456.0,6970.41,261.0
2107,11906052,2.0,3.0,1608.0,6037.0,1947.0,106774.0,1531.68,261.0
2108,14348084,4.0,4.0,2884.0,6059.0,1995.0,1352305.0,15392.78,261.0
2109,13040138,3.0,3.0,1377.0,6037.0,1956.0,268292.0,3397.34,261.0
2110,13040283,2.0,4.0,1524.0,6037.0,1977.0,503000.0,5984.16,261.0
2111,12155279,2.0,3.0,1737.0,6037.0,1976.0,471011.0,6499.25,261.0
2112,12289291,3.0,3.0,1810.0,6037.0,1992.0,350000.0,6090.83,261.0
2113,14490852,2.5,4.0,2633.0,6059.0,1971.0,548992.0,5603.28,261.0
2114,14443912,2.5,4.0,2465.0,6059.0,1998.0,552846.0,5543.8,261.0
2115,14458817,4.5,4.0,4673.0,6059.0,2006.0,1466439.0,21589.94,261.0
2116,11660901,3.0,4.0,2280.0,6037.0,1954.0,212239.0,1331.63,261.0
2117,14445277,2.0,3.0,1927.0,6059.0,1975.0,598481.0,6005.6,261.0
2118,14448642,2.0,2.0,1204.0,6059.0,1964.0,501457.0,5094.62,261.0
2119,11406913,1.0,1.0,912.0,6037.0,1924.0,306399.0,4294.43,261.0
2120,11488752,1.0,2.0,951.0,6037.0,1955.0,565916.0,7056.61,261.0
2121,10783803,2.0,3.0,1261.0,6037.0,1955.0,332569.0,4016.13,261.0
2122,11691632,3.0,4.0,2408.0,6037.0,1964.0,858864.0,10501.5,261.0
2123,14436991,3.0,4.0,2916.0,6059.0,2000.0,642089.0,7495.44,261.0
2124,14458952,4.5,4.0,3942.0,6059.0,2005.0,1350722.0,20436.28,261.0
2125,11494685,4.0,4.0,1935.0,6037.0,2002.0,1102648.0,11827.58,261.0
2126,12916755,2.0,4.0,1474.0,6037.0,1952.0,369634.0,4663.51,261.0
2127,11482359,2.0,3.0,1721.0,6037.0,1955.0,698985.0,8894.35,261.0
2128,12371882,1.0,2.0,1067.0,6037.0,1939.0,388000.0,5281.85,261.0
2129,14195593,3.0,3.0,2471.0,6059.0,1992.0,395742.0,4708.56,261.0
2130,14133573,2.5,4.0,2334.0,6059.0,1976.0,616625.0,6950.16,261.0
2131,14196576,3.0,3.0,2118.0,6059.0,1984.0,355700.0,4405.12,261.0
2132,14405921,1.0,2.0,1020.0,6059.0,1971.0,445000.0,4607.5,261.0
2133,10851507,6.0,5.0,4303.0,6037.0,1979.0,1506701.0,18370.91,261.0
2134,12390938,1.0,2.0,872.0,6037.0,1947.0,337000.0,4597.04,261.0
2135,11739296,1.0,2.0,756.0,6037.0,1923.0,479197.0,5859.03,261.0
2136,11920981,3.0,3.0,2279.0,6037.0,1948.0,1066356.0,13174.31,261.0
2137,14086100,3.5,4.0,3705.0,6059.0,2007.0,725113.0,8227.1,261.0
2138,17172747,3.0,3.0,1909.0,6111.0,1976.0,330420.0,3659.72,261.0
2139,12714690,3.0,4.0,2978.0,6037.0,1976.0,1187329.0,13457.62,261.0
2140,17253101,2.0,4.0,1970.0,6111.0,1978.0,533000.0,6096.16,261.0
2141,17059009,2.0,2.0,1047.0,6111.0,1968.0,439000.0,5436.1,261.0
2142,11189249,3.0,4.0,1770.0,6037.0,1989.0,183979.0,3233.84,261.0
2143,11211710,3.0,4.0,1957.0,6037.0,1989.0,229457.0,3753.97,261.0
2144,11488063,2.0,3.0,1260.0,6037.0,1957.0,828443.0,9985.13,261.0
2145,17253587,1.5,4.0,1226.0,6111.0,1962.0,441000.0,5188.8,261.0
2146,14405503,1.5,3.0,1239.0,6059.0,1964.0,192147.0,1958.44,261.0
2147,13960612,2.0,4.0,1882.0,6059.0,1959.0,135149.0,1829.4,261.0
2148,14081385,3.5,4.0,3828.0,6059.0,2003.0,1812185.0,19828.32,261.0
2149,14412068,2.5,3.0,1979.0,6059.0,1987.0,411479.0,4182.58,261.0
2150,12951448,3.0,3.0,1930.0,6037.0,1960.0,266770.0,3282.77,261.0
2151,12710426,3.0,4.0,2298.0,6037.0,1973.0,981363.0,11209.44,261.0
2152,11058495,3.0,4.0,1510.0,6037.0,1952.0,462000.0,5587.11,261.0
2153,10737032,2.0,3.0,1756.0,6037.0,1957.0,1379351.0,15732.36,261.0
2154,14457652,3.0,4.0,2829.0,6059.0,2004.0,753337.0,12374.2,261.0
2155,14079842,4.0,3.0,3306.0,6059.0,2000.0,3232454.0,35807.62,261.0
2156,17123516,2.0,3.0,1456.0,6111.0,1962.0,258410.0,2761.56,261.0
2157,12549814,1.0,2.0,690.0,6037.0,1920.0,307000.0,3693.44,261.0
2158,11058146,2.0,3.0,2244.0,6037.0,1959.0,475136.0,5845.65,261.0
2159,11093114,4.0,4.0,3096.0,6037.0,1955.0,373964.0,4757.8,261.0
2160,12411332,2.0,3.0,1491.0,6037.0,1968.0,367452.0,4321.91,261.0
2161,14191272,2.5,3.0,2017.0,6059.0,1969.0,724874.0,8305.74,261.0
2162,12913668,2.0,4.0,1886.0,6037.0,1957.0,81334.0,1298.66,261.0
2163,11212987,2.0,3.0,1384.0,6037.0,1991.0,189000.0,3217.38,261.0
2164,11058103,2.0,3.0,1622.0,6037.0,1961.0,259655.0,3334.32,261.0
2165,11493288,2.0,5.0,1295.0,6037.0,1952.0,1000000.0,12065.84,261.0
2166,12956615,3.0,2.0,3160.0,6037.0,1954.0,559560.0,7411.42,261.0
2167,11205369,2.0,3.0,1639.0,6037.0,1976.0,132626.0,2308.04,261.0
2168,14472827,3.0,3.0,2369.0,6059.0,1965.0,761117.0,7788.98,261.0
2169,14144472,3.0,5.0,2364.0,6059.0,2002.0,848000.0,9565.08,261.0
2170,12950244,3.0,3.0,1910.0,6037.0,1954.0,172225.0,2207.83,261.0
2171,13927740,2.0,4.0,2118.0,6059.0,1959.0,212814.0,2858.84,261.0
2172,17255582,2.0,3.0,1650.0,6111.0,1972.0,180180.0,2311.24,261.0
2173,11205973,2.0,3.0,1078.0,6037.0,1985.0,159770.0,2797.79,261.0
2174,14093274,2.5,3.0,2053.0,6059.0,1973.0,700285.0,8151.12,261.0
2175,11659530,2.0,2.0,1981.0,6037.0,1948.0,1352305.0,16361.38,261.0
2176,14213700,2.5,3.0,2591.0,6059.0,1982.0,463504.0,5063.64,261.0
2177,12218926,3.0,3.0,1336.0,6037.0,2005.0,333000.0,4278.78,261.0
2178,13926439,2.0,4.0,1650.0,6059.0,1957.0,842657.0,9740.5,261.0
2179,11100427,2.0,4.0,2781.0,6037.0,1962.0,295518.0,3806.87,261.0
2180,17256658,2.0,2.0,1185.0,6111.0,1978.0,322468.0,3826.08,261.0
2181,17274502,2.5,4.0,1551.0,6111.0,1965.0,332566.0,3575.04,261.0
2182,11209346,3.0,4.0,2153.0,6037.0,1989.0,198304.0,3298.99,261.0
2183,11919854,2.0,4.0,1717.0,6037.0,1941.0,370015.0,4673.9,261.0
2184,14221052,3.0,5.0,2812.0,6059.0,2001.0,682828.0,9752.9,261.0
2185,14478007,3.0,4.0,2790.0,6059.0,1994.0,738566.0,7018.6,261.0
2186,10914837,2.0,2.0,1474.0,6037.0,1956.0,546122.0,6792.21,261.0
2187,12461034,1.0,2.0,910.0,6037.0,1942.0,389000.0,4660.35,261.0
2188,14053946,2.0,4.0,2000.0,6059.0,1964.0,420049.0,4861.62,261.0
2189,11652535,3.0,2.0,1878.0,6037.0,1991.0,969000.0,11736.49,261.0
2190,17183333,2.5,4.0,1950.0,6111.0,1977.0,437000.0,5061.78,261.0
2191,14454037,5.5,5.0,4706.0,6059.0,2004.0,1400000.0,21424.34,261.0
2192,14105140,2.0,2.0,1151.0,6059.0,1976.0,375134.0,4465.62,261.0
2193,17236650,2.0,3.0,1681.0,6111.0,1986.0,253142.0,3119.16,261.0
2194,14400102,2.0,3.0,1821.0,6059.0,1973.0,930744.0,10337.5,261.0
2195,13938444,2.0,4.0,2051.0,6059.0,1965.0,206416.0,2406.66,261.0
2196,11040823,2.0,3.0,1493.0,6037.0,1955.0,73473.0,948.88,261.0
2197,11574438,2.0,3.0,1480.0,6037.0,1965.0,1065191.0,12651.89,261.0
2198,14104981,2.0,4.0,1329.0,6059.0,1954.0,64655.0,1043.74,261.0
2199,14091238,1.0,2.0,900.0,6059.0,1961.0,715000.0,9275.04,261.0
2200,14495041,2.5,3.0,1838.0,6059.0,1996.0,594000.0,8754.56,261.0
2201,14206865,3.5,6.0,4072.0,6059.0,1997.0,770190.0,8231.66,261.0
2202,14208490,2.0,4.0,1382.0,6059.0,1975.0,336673.0,3823.66,261.0
2203,12563908,1.0,3.0,1041.0,6037.0,1939.0,188650.0,2366.5,261.0
2204,11289864,2.0,3.0,1350.0,6037.0,1972.0,53796.0,1346.77,261.0
2205,12304356,1.0,4.0,1427.0,6037.0,1929.0,201228.0,2697.33,261.0
2206,11098477,2.0,2.0,1050.0,6037.0,1949.0,355337.0,4371.36,261.0
2207,10998347,2.0,3.0,1603.0,6037.0,1956.0,65396.0,2207.99,261.0
2208,12250776,2.0,4.0,2339.0,6037.0,1953.0,448703.0,5611.26,261.0
2209,12163042,2.0,3.0,1629.0,6037.0,1956.0,490990.0,5890.74,261.0
2210,14184465,2.5,3.0,1960.0,6059.0,1994.0,393392.0,5010.54,261.0
2211,14049276,2.0,3.0,1519.0,6059.0,1970.0,76883.0,1106.16,261.0
2212,14153624,2.0,3.0,1210.0,6059.0,1955.0,147706.0,6306.8,261.0
2213,12424425,2.0,3.0,1440.0,6037.0,1962.0,392540.0,4669.35,261.0
2214,10778398,1.0,2.0,884.0,6037.0,1950.0,435000.0,5358.65,261.0
2215,14022842,2.0,3.0,1344.0,6059.0,1966.0,536000.0,6329.12,261.0
2216,11664650,4.0,4.0,4327.0,6037.0,1954.0,2684207.0,32215.23,261.0
2217,12928373,1.0,3.0,1433.0,6037.0,1951.0,44268.0,892.42,261.0
2218,10949750,1.0,2.0,884.0,6037.0,1946.0,146323.0,1687.55,261.0
2219,12930568,2.0,3.0,1374.0,6037.0,1953.0,428281.0,5277.02,261.0
2220,12698344,2.0,3.0,1642.0,6037.0,1955.0,144941.0,1794.5,261.0
2221,17194183,2.5,4.0,3419.0,6111.0,2002.0,1060000.0,11593.48,261.0
2222,14157251,2.0,3.0,1050.0,6059.0,2001.0,527000.0,6919.46,261.0
2223,14460161,2.5,3.0,2515.0,6059.0,2015.0,904700.0,14197.1,261.0
2224,11184976,2.0,3.0,2044.0,6037.0,1998.0,407746.0,5831.53,261.0
2225,12403831,3.0,4.0,1934.0,6037.0,1970.0,449460.0,5233.11,261.0
2226,14015054,2.0,4.0,1712.0,6059.0,1955.0,65481.0,989.94,261.0
2227,11586383,3.0,3.0,2279.0,6037.0,1944.0,2071109.0,24195.54,261.0
2228,17248563,2.0,4.0,1983.0,6111.0,1965.0,296804.0,3568.14,261.0
2229,14461189,5.5,5.0,4646.0,6059.0,2000.0,1014313.0,10661.74,261.0
2230,13890019,1.0,2.0,740.0,6059.0,1947.0,117601.0,1581.52,261.0
2231,10725612,3.0,4.0,2417.0,6037.0,1985.0,733000.0,8693.89,261.0
2232,14037385,1.5,3.0,1032.0,6059.0,1962.0,57905.0,907.08,261.0
2233,14061267,2.5,4.0,1694.0,6059.0,1965.0,722000.0,9322.16,261.0
2234,11083111,1.0,2.0,1481.0,6037.0,1948.0,439574.0,5551.67,261.0
2235,17188942,3.0,4.0,3008.0,6111.0,2015.0,775000.0,8324.54,261.0
2236,12688392,3.0,3.0,2770.0,6037.0,1975.0,1501524.0,17571.36,261.0
2237,14036317,2.0,4.0,1404.0,6059.0,1962.0,301248.0,3509.14,261.0
2238,12921935,6.0,5.0,8013.0,6037.0,1989.0,1707363.0,19720.8,261.0
2239,14035519,3.0,5.0,3115.0,6059.0,1969.0,852244.0,9545.94,261.0
2240,14125776,2.5,4.0,2256.0,6059.0,1966.0,83086.0,1181.54,261.0
2241,12030322,3.0,2.0,3265.0,6037.0,1950.0,339602.0,4367.85,261.0
2242,14148703,2.0,3.0,1491.0,6059.0,1972.0,380736.0,4658.42,261.0
2243,11238856,2.0,2.0,1065.0,6037.0,1988.0,95178.0,2149.49,261.0
2244,14029777,2.0,3.0,1485.0,6059.0,1964.0,67858.0,1266.7,261.0
2245,11218662,2.0,3.0,1077.0,6037.0,1986.0,90498.0,1216.67,261.0
2246,12871578,2.0,3.0,1142.0,6037.0,1955.0,212206.0,2798.67,261.0
2247,11923319,2.0,3.0,1531.0,6037.0,1963.0,73469.0,1110.13,261.0
2248,10724628,2.0,3.0,1570.0,6037.0,1959.0,77204.0,1060.29,261.0
2249,10953560,2.0,3.0,1478.0,6037.0,1954.0,90247.0,1038.76,261.0
2250,12871557,2.0,4.0,1149.0,6037.0,1955.0,127117.0,1779.44,261.0
2251,11755074,2.0,3.0,1975.0,6037.0,1924.0,1349909.0,16380.14,261.0
2252,11760459,2.0,4.0,1424.0,6037.0,1905.0,26038.0,493.42,261.0
2253,11262869,2.0,3.0,1574.0,6037.0,1951.0,160000.0,2636.14,261.0
2254,17196880,2.5,4.0,2533.0,6111.0,1983.0,280340.0,3104.76,261.0
2255,12398703,2.0,3.0,1478.0,6037.0,1950.0,108249.0,1849.07,261.0
2256,12705604,3.0,4.0,2473.0,6037.0,1964.0,740507.0,8664.16,261.0
2257,14435769,3.5,4.0,4985.0,6059.0,1989.0,1808160.0,18962.26,261.0
2258,11232184,2.0,4.0,1750.0,6037.0,2004.0,157012.0,3559.89,261.0
2259,13985696,2.5,5.0,2032.0,6059.0,1955.0,477906.0,5603.34,261.0
2260,11176613,3.0,3.0,2548.0,6037.0,2000.0,476083.0,6695.12,261.0
2261,17250740,2.5,4.0,1725.0,6111.0,1964.0,282564.0,3480.2,261.0
2262,11080863,3.0,4.0,3073.0,6037.0,1966.0,725118.0,8976.75,261.0
2263,12025157,2.0,2.0,1612.0,6037.0,1938.0,710894.0,8740.68,261.0
2264,11214748,2.0,4.0,2418.0,6037.0,2006.0,180268.0,3547.29,261.0
2265,11201997,2.0,3.0,1355.0,6037.0,1957.0,47858.0,1507.47,261.0
2266,14117952,2.0,4.0,1951.0,6059.0,1962.0,351959.0,4284.52,261.0
2267,11602513,3.0,3.0,2868.0,6037.0,1947.0,1553301.0,18817.65,261.0
2268,13981015,2.5,4.0,3259.0,6059.0,1964.0,2050000.0,21789.74,261.0
2269,11502428,5.0,4.0,5868.0,6037.0,2002.0,4164344.0,47305.84,261.0
2270,12279902,1.0,2.0,774.0,6037.0,1929.0,64110.0,1487.48,261.0
2271,13979459,3.0,4.0,1922.0,6059.0,1964.0,1140990.0,12322.6,261.0
2272,12152884,2.0,3.0,1920.0,6037.0,1955.0,128354.0,3481.68,261.0
2273,14048035,2.0,3.0,1763.0,6059.0,1968.0,88513.0,1232.72,261.0
2274,11269714,2.0,4.0,1189.0,6037.0,1972.0,116711.0,2162.24,261.0
2275,11233821,2.0,3.0,1492.0,6037.0,1991.0,163556.0,2857.22,261.0
2276,12627517,1.0,3.0,884.0,6037.0,1951.0,333000.0,4145.06,261.0
2277,14418308,2.0,3.0,2945.0,6059.0,2007.0,960437.0,10568.32,261.0
2278,11663077,5.0,6.0,6464.0,6037.0,1985.0,4203661.0,50635.99,261.0
2279,12873335,2.0,3.0,1072.0,6037.0,1957.0,342000.0,4208.97,261.0
2280,14002483,1.5,3.0,1096.0,6059.0,1955.0,332571.0,4031.1,261.0
2281,12703213,3.0,4.0,2420.0,6037.0,1956.0,1058222.0,11690.09,261.0
2282,11912966,1.0,2.0,1360.0,6037.0,1941.0,665496.0,8901.14,261.0
2283,11494474,3.0,3.0,2072.0,6037.0,1990.0,751672.0,9035.11,261.0
2284,12937433,2.0,3.0,1029.0,6037.0,1976.0,198635.0,2646.27,261.0
2285,10860833,4.0,4.0,3128.0,6037.0,2006.0,889007.0,10839.04,261.0
2286,11265206,1.0,3.0,1130.0,6037.0,1956.0,168000.0,2693.94,261.0
2287,11059773,2.0,3.0,1296.0,6037.0,1956.0,430000.0,5259.01,261.0
2288,14416290,2.5,3.0,1536.0,6059.0,1989.0,284788.0,2900.56,261.0
2289,17096567,2.5,3.0,1811.0,6111.0,1990.0,353674.0,4048.58,261.0
2290,11668156,5.0,5.0,5090.0,6037.0,2015.0,4973709.0,59549.33,261.0
2291,11267536,2.0,4.0,1885.0,6037.0,1994.0,232105.0,3587.48,261.0
2292,11059148,2.0,3.0,1534.0,6037.0,1970.0,487827.0,5981.9,261.0
2293,10975051,1.0,2.0,762.0,6037.0,1952.0,142803.0,2017.88,261.0
2294,13992948,1.5,3.0,1495.0,6059.0,1956.0,470459.0,5611.2,261.0
2295,17053033,1.0,3.0,880.0,6111.0,1965.0,357256.0,4515.92,261.0
2296,14322127,4.5,4.0,4960.0,6059.0,2004.0,2616983.0,33582.54,261.0
2297,11362096,2.0,3.0,1395.0,6037.0,1986.0,190984.0,2543.78,261.0
2298,17264088,2.5,3.0,1714.0,6111.0,1996.0,291981.0,3497.6,261.0
2299,13007198,2.0,2.0,1321.0,6037.0,1939.0,860931.0,10853.6,261.0
2300,12808022,2.0,3.0,1068.0,6037.0,1956.0,42195.0,952.35,261.0
2301,14321481,3.0,4.0,3274.0,6059.0,1986.0,1695587.0,17552.0,261.0
2302,13861970,4.5,4.0,4417.0,6059.0,2001.0,1380413.0,15290.78,261.0
2303,10753584,6.0,5.0,4265.0,6037.0,1970.0,1070526.0,13141.56,261.0
2304,12086191,4.0,3.0,2802.0,6037.0,1922.0,352000.0,4442.3,261.0
2305,14268850,4.5,7.0,4700.0,6059.0,2003.0,1274000.0,14570.52,261.0
2306,10878930,2.0,3.0,1488.0,6037.0,1960.0,539800.0,6583.74,261.0
2307,12573634,2.0,3.0,1422.0,6037.0,1966.0,420000.0,5526.49,261.0
2308,13856060,3.0,4.0,2912.0,6059.0,1998.0,887359.0,9997.78,261.0
2309,14274050,2.0,3.0,1804.0,6059.0,1958.0,96128.0,1589.26,261.0
2310,11350482,5.0,5.0,3154.0,6037.0,2002.0,767501.0,9997.51,261.0
2311,14275345,2.5,3.0,2560.0,6059.0,1992.0,2575689.0,27307.16,261.0
2312,14372285,2.0,4.0,1570.0,6059.0,1975.0,164665.0,1661.68,261.0
2313,12118893,1.0,2.0,1360.0,6037.0,1922.0,58565.0,914.99,261.0
2314,12483672,2.0,3.0,1738.0,6037.0,1951.0,527000.0,6455.43,261.0
2315,12762728,2.0,4.0,1822.0,6037.0,1954.0,80103.0,1295.34,261.0
2316,17159661,2.0,4.0,1873.0,6111.0,1959.0,288418.0,3454.32,261.0
2317,11960985,1.0,1.0,812.0,6037.0,1923.0,34334.0,433.5,261.0
2318,17294531,3.0,5.0,2808.0,6111.0,1970.0,967664.0,10898.4,261.0
2319,10750708,3.0,4.0,2197.0,6037.0,1989.0,462548.0,5571.9,261.0
2320,10902385,2.0,3.0,2493.0,6037.0,1938.0,818070.0,9882.71,261.0
2321,13872537,2.0,3.0,1423.0,6059.0,1955.0,450000.0,5221.0,261.0
2322,13869440,1.0,3.0,960.0,6059.0,1953.0,190319.0,2332.16,261.0
2323,11118659,3.0,3.0,1588.0,6037.0,1989.0,540000.0,7848.1,261.0
2324,12792818,1.0,3.0,1074.0,6037.0,1951.0,348477.0,4219.69,261.0
